"userid","user_type","country","age","gender","device","genre","spendingsegment","total_sessions","avg_ssesion_length","total_revenue","arppu","days_to_first_purchase","last_purchase_date","paymentmethod","revenue_by_payment","avg_check_by_payment"
"6ec39583-6387-4cd8-8087-d8514beacf68",Payer,Saudi Arabia,42.0,Female,Android,Sandbox,Minnow,10,34.07,19.97,102.62,24.0,"2025-06-27",Carrier Billing,41372.87,99.22
c4051485-a4cb-4cfe-9691-44399a7a780d,Payer,Egypt,51.0,Male,iOS,Puzzle,Minnow,14,25.52,15.46,102.62,10.0,"2025-02-17",Debit Card,55909.54,129.12
"93488131-98a9-4600-b2f1-435b69d97c77",Payer,India,53.0,Female,iOS,Casual,Minnow,14,16.96,15.8,102.62,8.0,"2025-02-04",Google Pay,38505.926,89.34
b2069394-294b-4fe1-977b-dbb2ebf79ae5,Payer,Mexico,42.0,Male,iOS,MMORPG,Dolphin,12,15.22,454.39,102.62,7.0,"2025-03-25",Credit Card,37564.64,91.62
"7ee4f725-c61e-4865-92a7-007d57628050",Payer,India,19.0,Female,iOS,MOBA,Minnow,6,18.01,11.46,102.62,3.0,"2025-06-08",Credit Card,37564.64,91.62
"000e84ef-a52d-4ccc-9725-d57c76b0ef50",Payer,Iran,15.0,Male,Android,Role Playing,Minnow,9,7.13,1.15,102.62,20.0,"2025-03-08",Gift Card,43928.48,104.10
e566f713-4ccf-447e-8ef8-703c13f82f6b,Payer,Italy,54.0,Female,iOS,Sandbox,Dolphin,6,11.69,141.41,102.62,15.0,"2025-05-25",Google Pay,38505.926,89.34
"3fb412a9-7d09-49ef-8b38-c2facbe8a4ac",Payer,Mexico,29.0,Male,iOS,MMORPG,Minnow,11,29.48,12.47,102.62,23.0,"2025-04-13",Google Pay,38505.926,89.34
"91e70ebc-347e-4009-9313-5441a781d64f",Non-payer,Germany,18.0,Male,Android,Sandbox,Minnow,8,14.49,0.0,0,,"","",0.0,
"329a9d9c-2988-4f7f-9859-c1d18098fbc6",Payer,Russia,17.0,Female,iOS,Card,Minnow,7,17.45,15.01,102.62,4.0,"2025-03-22",Paypal,48349.504,120.87
"4d737199-0fd5-47a3-996d-763109c0aa54",Payer,"",46.0,Male,Android,Simulation,Minnow,11,18.52,9.52,102.62,11.0,"2025-04-29",Paypal,48349.504,120.87
c612ede2-8386-4075-acb5-15f1d705a2e9,Payer,South Korea,32.0,Male,iOS,Role Playing,Minnow,4,23.66,18.8,102.62,30.0,"2025-02-21",Debit Card,55909.54,129.12
"7a8cb5c4-c6a5-4c04-97df-e58073851a79",Payer,Saudi Arabia,25.0,Male,Android,Strategy,Dolphin,6,6.75,303.15,102.62,19.0,"2025-01-14",Debit Card,55909.54,129.12
f832f6a5-b543-41ca-9d6e-b797e7347af0,Non-payer,Switzerland,32.0,Female,iOS,Battle Royale,Minnow,9,30.67,0.0,0,,"","",0.0,
"2cbab351-6798-4201-90fb-6b55006f3085",Payer,Afghanistan,34.0,Male,iOS,Fighting,Minnow,9,13.03,4.33,102.62,30.0,"2025-07-12",Credit Card,37564.64,91.62
a74e0ff6-7b35-4d0d-9e31-688e02d4894c,Payer,Japan,30.0,Male,iOS,MOBA,Dolphin,7,22.71,295.35,102.62,27.0,"2025-06-02",Apple Pay,30628.416,81.89
"8f377c74-665e-440d-952c-1683d0ccc613",Payer,Bangladesh,26.0,"",Android,Racing,Minnow,11,26.98,15.53,102.62,2.0,"2025-03-04",Paypal,48349.504,120.87
"292ce07a-530a-491c-9d07-ca8b1b8960eb",Payer,Canada,19.0,Female,Android,Puzzle,Minnow,12,22.75,12.21,102.62,19.0,"2025-05-24",Google Pay,38505.926,89.34
cf73d2bf-b96c-4ae8-9e3e-df68d898bf65,Payer,"",51.0,Male,iOS,Adventure,Minnow,9,34.23,6.8,102.62,5.0,"2025-06-09",Paypal,48349.504,120.87
"872aa38d-d577-415b-97d7-efeeea241c35",Payer,Switzerland,17.0,Male,iOS,Card,Minnow,11,10.51,12.64,102.62,15.0,"2025-01-14",Paypal,48349.504,120.87
b9bfbb5c-f805-4a44-b96c-bce452339831,Payer,Denmark,13.0,Female,iOS,Role Playing,Minnow,19,17.02,0.67,102.62,3.0,"2025-05-15",Paypal,48349.504,120.87
d9c10fe1-7de5-4703-bd73-a9ca5130a4ae,Payer,Netherlands,22.0,Female,Android,Card,Minnow,9,29.39,14.52,102.62,1.0,"2025-01-18",Apple Pay,30628.416,81.89
"7f5403d4-43eb-4f20-bd7b-f8ccbfd522dd",Payer,Turkey,53.0,Male,Android,Fighting,Minnow,8,15.51,16.69,102.62,26.0,"2025-04-06",Google Pay,38505.926,89.34
ee20835e-103e-4d0c-a147-b141526cd203,Payer,China,42.0,Female,Android,Battle Royale,Minnow,9,22.04,0.55,102.62,26.0,"2025-07-09",Google Pay,38505.926,89.34
ca406128-07a8-4d1a-9f8c-080ac5bb2473,Payer,India,45.0,Male,"",Puzzle,Minnow,13,6.85,13.43,102.62,5.0,"2025-01-23",Debit Card,55909.54,129.12
d4dbf507-4878-4ef9-aee1-7e4aff6b5436,Payer,Australia,14.0,Female,iOS,Puzzle,Minnow,15,12.33,15.54,102.62,20.0,"2025-07-11",Gift Card,43928.48,104.10
f8b8e8b6-4b2c-42d8-a46f-d53319822ccb,Payer,Mexico,23.0,Male,Android,MOBA,Minnow,8,22.98,9.91,102.62,17.0,"2025-02-23",Apple Pay,30628.416,81.89
"4eb355b0-326c-42ab-9196-8847d79b5e66",Payer,UK,28.0,Male,Android,Role Playing,Minnow,11,9.14,19.38,102.62,18.0,"2025-06-22",Credit Card,37564.64,91.62
"81fe2e28-147d-4167-8bd7-47fd7015a9ea",Non-payer,Australia,29.0,Female,iOS,Puzzle,Minnow,8,17.77,0.0,0,,"","",0.0,
"39791222-2832-4318-9b7c-4ac9a79ecd1b",Payer,Spain,18.0,Male,Android,Sports,Minnow,13,6.09,0.81,102.62,3.0,"2025-05-23",Carrier Billing,41372.87,99.22
"1fe1d609-9406-4d0a-8626-5737fe78bd40",Payer,Italy,25.0,Female,Android,Battle Royale,Dolphin,13,23.45,323.71,102.62,14.0,"2025-08-11",Carrier Billing,41372.87,99.22
e508ae6c-5918-4bfc-b5e2-330de6753447,Payer,South Korea,19.0,Female,iOS,Card,Dolphin,10,16.69,21.27,102.62,3.0,"2025-06-25",Apple Pay,30628.416,81.89
fe2be4e4-87d0-4d50-a099-218d94bf5893,Payer,Canada,31.0,Male,Android,Sports,Minnow,19,24.13,0.39,102.62,6.0,"2025-07-17",Debit Card,55909.54,129.12
b750bda7-9130-466a-9903-d9b4c2f11bf6,Payer,Denmark,43.0,Male,iOS,Strategy,Minnow,13,26.63,3.48,102.62,15.0,"2025-03-03",Google Pay,38505.926,89.34
"9b85bca7-9f55-43af-a1f4-523c00105ed9",Payer,Russia,32.0,Male,Android,"",Minnow,7,27.72,17.19,102.62,4.0,"2025-04-28",Gift Card,43928.48,104.10
"1d68ca41-4d8e-4543-8824-9413fe4588b4",Payer,India,36.0,Male,iOS,Sandbox,Dolphin,12,18.30,326.96,102.62,5.0,"2025-02-03",Gift Card,43928.48,104.10
"44f1179d-8a3a-4023-ae58-bac53826ba59",Payer,Japan,54.0,Female,Android,Sports,Minnow,7,22.02,3.03,102.62,21.0,"2025-06-25",Credit Card,37564.64,91.62
"514ca5b4-855d-4a1c-90a7-b675700b2780",Payer,Brazil,19.0,Male,Android,MMORPG,Minnow,8,8.62,2.11,102.62,20.0,"2025-01-27",Gift Card,43928.48,104.10
"27e3b622-f416-4f9f-ade6-b25649d99886",Payer,Switzerland,19.0,Male,iOS,Battle Royale,Minnow,10,33.51,17.79,102.62,3.0,"2025-07-23",Credit Card,37564.64,91.62
e1e9368b-43cc-4e84-b7e2-4f151ee5ea86,Payer,India,18.0,Female,Android,Action RPG,Minnow,8,30.63,2.25,102.62,18.0,"2025-06-19",Google Pay,38505.926,89.34
"709fa97d-f855-422f-a5bc-8968f4e19cc3",Non-payer,Saudi Arabia,24.0,Female,iOS,Strategy,Dolphin,10,17.93,0.0,0,,"","",0.0,
"3be4f4d5-85a1-4b24-a2f8-aaaf84ad5241",Payer,USA,25.0,Male,iOS,Fighting,Dolphin,9,24.29,30.91,102.62,7.0,"2025-01-25",Paypal,48349.504,120.87
e4288964-db6f-4498-9361-a732b83ad869,Payer,UK,19.0,"",iOS,Adventure,Minnow,11,26.69,1.04,102.62,21.0,"2025-08-09",Google Pay,38505.926,89.34
"22fb9982-bb06-4f2f-9e1e-662e1aee1583",Payer,Turkey,20.0,Male,iOS,Casual,Dolphin,14,6.32,29.41,102.62,9.0,"2025-04-26",Gift Card,43928.48,104.10
cdc8ec4d-9e3b-476f-8819-e03f307508ad,Payer,Japan,20.0,Male,iOS,Strategy,Minnow,17,8.04,11.02,102.62,24.0,"2025-05-09",Paypal,48349.504,120.87
e22b7c73-7813-4c7f-973c-1f3d48010fdc,Payer,Brazil,48.0,Male,Android,Puzzle,Dolphin,10,12.61,235.3,102.62,0.0,"2025-08-06",Debit Card,55909.54,129.12
"37362cbf-d5c3-4f32-af79-5dd1c4fedb0b",Payer,Iran,52.0,Female,iOS,Adventure,Dolphin,11,8.89,338.9,102.62,21.0,"2025-02-16",Google Pay,38505.926,89.34
"0728ba1f-936d-4e95-8807-25633b927ecb",Payer,Iran,54.0,Male,Android,Sandbox,Minnow,11,18.36,19.04,102.62,25.0,"2025-02-05",Gift Card,43928.48,104.10
fd91e7e9-9cd9-4cb7-943f-c0bd2c1fdb93,Payer,"",52.0,Female,Android,Racing,Minnow,6,24.84,9.28,102.62,3.0,"2025-07-15",Paypal,48349.504,120.87
cd6b2a23-a8a8-45e4-8178-98b6bb905222,Payer,Saudi Arabia,38.0,Female,iOS,Strategy,Minnow,15,26.17,3.6,102.62,6.0,"2025-06-23",Debit Card,55909.54,129.12
"50ccab6a-2ae5-476d-a434-94f2471108cf",Payer,Denmark,17.0,Female,Android,Role Playing,Minnow,12,27.69,18.81,102.62,19.0,"2025-04-09",Carrier Billing,41372.87,99.22
f437837f-3ad7-4e5d-bf5f-8df4bf34b9df,Payer,Mexico,38.0,Female,Android,Sports,Minnow,10,6.71,15.29,102.62,6.0,"2025-07-25",Google Pay,38505.926,89.34
"8f5ccb0c-6793-47da-8822-ddf479d26655",Non-payer,China,,Female,Android,Role Playing,Minnow,9,12.36,0.0,0,,"","",0.0,
b78fc7ba-4aef-47b2-8744-693f6b8df7d9,Payer,Sri Lanka,36.0,Male,iOS,MOBA,Minnow,5,34.59,1.73,102.62,16.0,"2025-05-28",Gift Card,43928.48,104.10
"980bf5de-a10d-47f8-8e46-a784c334a58f",Payer,India,20.0,Other,Android,MMORPG,Minnow,12,31.53,16.15,102.62,0.0,"2025-03-18",Google Pay,38505.926,89.34
"8c7f6b90-517c-4dc7-bd02-2d2061647ede",Payer,Australia,17.0,Female,iOS,Strategy,Minnow,10,18.20,13.18,102.62,28.0,"2025-06-27",Paypal,48349.504,120.87
"9f195cb8-df75-4009-b4a6-a6a35c1ff8e1",Payer,Iran,16.0,Male,Android,Fighting,Dolphin,7,21.37,171.46,102.62,5.0,"2025-03-26",Paypal,48349.504,120.87
"79a16685-0b0e-4e70-a8a6-8c2af0fd30fd",Payer,Japan,26.0,Female,Android,Sports,Dolphin,8,9.25,421.74,102.62,8.0,"2025-06-15",Paypal,48349.504,120.87
c9fdc365-34cf-4e37-be13-fc0f2d376aef,Non-payer,Canada,52.0,Male,Android,MMORPG,Minnow,12,28.91,0.0,0,,"","",0.0,
b14b5a52-28fa-4a6e-a595-eb6051114ec3,Payer,Turkey,17.0,Female,iOS,Role Playing,Minnow,11,6.48,1.29,102.62,17.0,"2025-03-09",Debit Card,55909.54,129.12
"47e52016-1636-49b9-888c-b0987a931066",Payer,USA,41.0,Female,Android,Casual,Minnow,11,6.20,16.58,102.62,4.0,"2025-06-02",Gift Card,43928.48,104.10
c7f3eaba-2375-49b1-8be5-30ad3ad1f59f,Payer,Brazil,52.0,Male,Android,Puzzle,Minnow,8,23.51,16.73,102.62,26.0,"2025-03-14",Google Pay,38505.926,89.34
"1529485d-6a06-494f-9f38-efc457e77c9e",Payer,USA,16.0,Female,iOS,MOBA,Minnow,8,29.99,10.09,102.62,23.0,"2025-04-20",Credit Card,37564.64,91.62
c87114c1-c13c-457a-8352-ece2c1d9f5fe,Payer,India,52.0,Male,iOS,Sandbox,Minnow,16,18.25,17.78,102.62,10.0,"2025-02-10",Carrier Billing,41372.87,99.22
fc152543-3853-42ee-838b-13105398b12a,Non-payer,Sweden,52.0,Male,Android,MMORPG,Minnow,8,33.53,0.0,0,,"","",0.0,
"2b713852-22c9-41de-a645-9263ddf681a1",Payer,France,39.0,Male,Android,Simulation,Minnow,11,23.01,15.68,102.62,7.0,"2025-01-28",Apple Pay,30628.416,81.89
"7168c3a7-39d8-4850-b265-179020b219d7",Payer,Iran,33.0,Male,Android,Simulation,Minnow,8,29.19,1.95,102.62,18.0,"2025-04-20",Paypal,48349.504,120.87
"726b8b30-2a12-4bf2-b9c8-8891cbc23a6b",Non-payer,Japan,54.0,Female,iOS,Puzzle,Minnow,12,27.72,0.0,0,,"","",0.0,
"6b4481a3-66d2-4e06-bc18-c69489da7936",Payer,Egypt,49.0,Male,iOS,Puzzle,Minnow,7,12.49,16.26,102.62,5.0,"2025-01-20",Google Pay,38505.926,89.34
ad216b98-dc13-4e1f-b0ce-d655c8d0873e,Payer,Sweden,41.0,Male,Android,Fighting,Minnow,6,13.17,18.14,102.62,13.0,"2025-03-12",Apple Pay,30628.416,81.89
"1e92c603-42d7-4475-9428-139f8065362c",Payer,Egypt,21.0,"",iOS,Action RPG,Minnow,15,15.58,9.78,102.62,5.0,"2025-05-16",Debit Card,55909.54,129.12
"748a0f7c-2e58-4ed7-a908-fa36332e031c",Payer,Iran,54.0,Male,Android,Sports,Minnow,4,13.89,4.08,102.62,24.0,"2025-06-13",Debit Card,55909.54,129.12
"4d41682b-b220-4bd2-983d-182ae402f994",Payer,South Korea,28.0,Male,Android,Simulation,Minnow,17,33.57,0.37,102.62,24.0,"2025-07-05",Gift Card,43928.48,104.10
"8327fc75-ca3c-4b24-9717-a9064d7aa022",Payer,Egypt,25.0,Male,Android,Simulation,Minnow,22,8.80,4.32,102.62,9.0,"2025-04-17",Credit Card,37564.64,91.62
"5d88ad94-ce47-43f1-8eb8-22ff2a875e32",Payer,Norway,48.0,Male,Android,Fighting,Minnow,9,30.93,7.24,102.62,13.0,"2025-07-29",Credit Card,37564.64,91.62
"735984ac-63fc-4fe0-9d03-c5ef68b74f0e",Payer,Switzerland,28.0,Male,iOS,Action RPG,Minnow,6,23.54,7.3,102.62,16.0,"2025-03-11",Carrier Billing,41372.87,99.22
"1b25b9fc-dc66-4bbc-a6e0-9d3b09a504d1",Payer,South Korea,,Male,Android,Adventure,Minnow,8,17.77,9.86,102.62,27.0,"2025-02-12",Google Pay,38505.926,89.34
"50b61650-b49f-4315-965b-4aeabc1dc2c4",Payer,USA,39.0,Male,iOS,Sandbox,Minnow,13,21.87,4.83,102.62,4.0,"2025-03-09",Carrier Billing,41372.87,99.22
d0c5cf92-a8d1-4b3d-84ad-0afe57ca0b5b,Payer,South Korea,30.0,Male,Android,Sports,Dolphin,10,24.27,94.64,102.62,15.0,"2025-03-05",Google Pay,38505.926,89.34
"65db05ce-c57d-4009-9fc2-78fd6f940165",Payer,Saudi Arabia,46.0,Male,iOS,Racing,Minnow,10,11.45,19.79,102.62,28.0,"2025-03-08",Paypal,48349.504,120.87
"510dbff4-da06-49df-ad67-82a0f3a13307",Payer,"",34.0,Female,Android,Card,Minnow,10,9.20,12.42,102.62,26.0,"2025-07-30",Gift Card,43928.48,104.10
e1cf8e7e-e1f9-428b-8b50-48f264d57d1f,Payer,South Korea,27.0,Male,iOS,Casual,Minnow,14,14.01,11.42,102.62,21.0,"2025-03-23",Debit Card,55909.54,129.12
"4b6f2912-3511-4dbf-9e6f-26ba7df28b5d",Payer,India,27.0,Male,Android,Card,Minnow,10,20.79,3.94,102.62,23.0,"2025-04-28",Apple Pay,30628.416,81.89
"3ac768bd-43bd-4f43-89fc-e2435b256f93",Payer,Afghanistan,31.0,Female,iOS,MMORPG,Dolphin,18,24.72,175.05,102.62,13.0,"2025-03-20",Credit Card,37564.64,91.62
c43e57bc-d48b-481b-acf2-012e3b70d841,Payer,Denmark,54.0,Male,iOS,Simulation,Minnow,19,15.51,3.88,102.62,10.0,"2025-04-27",Apple Pay,30628.416,81.89
d5f27192-ebdb-4220-90c8-626c3a08f97c,Payer,UK,41.0,"",Android,Racing,Dolphin,5,33.82,487.25,102.62,21.0,"2025-06-21",Gift Card,43928.48,104.10
a256ee4f-8a01-4ae8-94d6-f68f04665a61,Payer,Mexico,52.0,Male,Android,Role Playing,Dolphin,9,29.27,171.66,102.62,7.0,"2025-03-03",Gift Card,43928.48,104.10
"3e234cc5-e1d5-485e-95a1-00e920b8bb68",Non-payer,Brazil,52.0,Male,"",MMORPG,Minnow,14,15.44,0.0,0,,"","",0.0,
dbfe145f-7a76-473c-b11c-4afb30931c3c,Payer,USA,44.0,Male,Android,Adventure,Minnow,8,15.16,10.71,102.62,26.0,"2025-04-20",Apple Pay,30628.416,81.89
"775d0d91-e11e-47b0-882c-03b2fdb032e3",Payer,Saudi Arabia,18.0,Female,iOS,Sandbox,Minnow,7,31.83,4.08,102.62,15.0,"2025-02-03",Carrier Billing,41372.87,99.22
"841b3315-b98a-4747-80c9-a7aaa5485d85",Payer,Italy,35.0,Male,Android,Sports,Minnow,12,17.70,9.68,102.62,23.0,"2025-02-04",Google Pay,38505.926,89.34
c031d416-03f1-4da8-8c95-9c731f9bd381,Payer,Afghanistan,42.0,Male,Android,Strategy,Minnow,10,18.17,8.1,102.62,2.0,"2025-02-12",Paypal,48349.504,120.87
bf6b8cf0-f47b-442e-bf05-23071b89c78e,Payer,Mexico,29.0,Female,Android,Fighting,Minnow,3,16.61,13.04,102.62,3.0,"2025-01-03",Debit Card,55909.54,129.12
"797e1746-24b0-47c3-8f1c-794a1b4a2ce6",Non-payer,Saudi Arabia,14.0,Male,Android,Puzzle,Minnow,10,6.03,0.0,0,,"","",0.0,
f281e7fd-5033-415a-b07f-450273a42f73,Payer,Switzerland,32.0,Male,Android,Fighting,Dolphin,5,31.36,378.05,102.62,1.0,"2025-03-02",Credit Card,37564.64,91.62
e4367998-f7bb-4a99-b25b-3f7bfa581bba,Payer,France,40.0,Male,Android,MMORPG,Minnow,10,26.90,8.37,102.62,6.0,"2025-07-24",Debit Card,55909.54,129.12
dd6ff62b-a4f5-4fb2-b58c-b8b951ad0982,Payer,Australia,23.0,Male,Android,Card,Minnow,9,32.86,9.17,102.62,19.0,"2025-01-06",Apple Pay,30628.416,81.89
abfce92e-3a04-4839-8d1f-bdc29fb32a85,Payer,India,35.0,Male,iOS,Sports,Minnow,1,11.01,4.27,102.62,20.0,"2025-01-24",Apple Pay,30628.416,81.89
"96db2c46-957e-4460-97f4-54d567a128b1",Payer,Bangladesh,29.0,Male,iOS,Strategy,Minnow,11,28.57,10.13,102.62,4.0,"2025-04-20",Google Pay,38505.926,89.34
"5c8d5567-e840-4dfd-8795-2976ea96720b",Payer,Australia,43.0,Female,Android,MOBA,Minnow,16,5.51,10.95,102.62,23.0,"2025-06-10",Carrier Billing,41372.87,99.22
"9a1482c2-db2c-4e2d-a85a-7b49442204f7",Non-payer,Sri Lanka,52.0,Female,iOS,Fighting,Minnow,6,32.25,0.0,0,,"","",0.0,
"57085b9d-a457-4af8-9872-0807e9df3b2f",Payer,Russia,19.0,Male,"",Role Playing,Dolphin,10,15.50,186.38,102.62,12.0,"2025-04-21",Debit Card,55909.54,129.12
"6b9258be-03cf-4260-8819-e8561868eb89",Payer,Australia,18.0,Male,Android,Sandbox,Minnow,11,7.39,1.95,102.62,13.0,"2025-07-18",Paypal,48349.504,120.87
a027d59d-1528-43a0-aa73-f759bde3c6f3,Payer,Sweden,40.0,Male,iOS,Sandbox,Dolphin,6,32.64,279.82,102.62,29.0,"2025-02-20",Gift Card,43928.48,104.10
"85cc6b48-62af-4418-9ce4-ba7dc2baaf7d",Payer,Russia,26.0,Female,Android,Fighting,Minnow,11,24.76,7.83,102.62,1.0,"2025-03-02",Apple Pay,30628.416,81.89
a7e84272-dda1-4496-b5d8-06c66c14d0f7,Payer,Turkey,19.0,Female,Android,Simulation,Minnow,11,33.50,19.63,102.62,30.0,"2025-07-23",Google Pay,38505.926,89.34
"06a6a1ae-71fc-4a4b-a1d3-51332936408c",Payer,Russia,16.0,Male,Android,Sandbox,Minnow,4,8.97,15.58,102.62,21.0,"2025-06-06",Paypal,48349.504,120.87
f8eb4f57-cfa9-4bcd-8eb0-69cd0edfd206,Payer,Saudi Arabia,32.0,Female,Android,Puzzle,Minnow,9,14.85,11.47,102.62,22.0,"2025-05-06",Carrier Billing,41372.87,99.22
afcacbaf-3305-43ce-a1f3-3ac368371597,Payer,Switzerland,13.0,Male,Android,Simulation,Minnow,5,24.34,1.59,102.62,6.0,"2025-07-14",Paypal,48349.504,120.87
"06ff2f8d-bf2c-4d67-a875-7e445413e655",Payer,Brazil,36.0,Female,Android,Fighting,Minnow,8,8.65,6.04,102.62,3.0,"2025-01-06",Apple Pay,30628.416,81.89
f419d860-721e-4298-926c-1e684449ad56,Payer,Mexico,42.0,Male,Android,Racing,Minnow,5,9.53,7.96,102.62,29.0,"2025-06-30",Credit Card,37564.64,91.62
"1f82d737-5388-439e-9877-b4aa9e5739b8",Payer,Turkey,29.0,Male,iOS,Card,Minnow,5,6.91,1.56,102.62,11.0,"2025-07-28",Paypal,48349.504,120.87
"7ec1f4ad-450a-4366-a88a-26ec29988432",Payer,Bangladesh,31.0,Male,iOS,Adventure,Dolphin,11,18.75,280.23,102.62,12.0,"2025-02-06",Gift Card,43928.48,104.10
"931c7e37-b796-4dd9-90cd-3499ece566c9",Payer,Germany,35.0,Female,"",Role Playing,Dolphin,9,24.90,73.92,102.62,4.0,"2025-05-02",Credit Card,37564.64,91.62
"4a661898-4981-48c5-9435-d3cdddabaaa0",Payer,Switzerland,30.0,Female,Android,Strategy,Minnow,12,14.14,4.24,102.62,12.0,"2025-03-23",Gift Card,43928.48,104.10
b655fcb1-d3a7-4375-b528-90bf1186b3ae,Payer,Italy,,Male,Android,Fighting,Minnow,5,19.07,7.17,102.62,17.0,"2025-02-03",Debit Card,55909.54,129.12
"7a963764-7270-4233-8fdf-aae1861821f8",Payer,Russia,39.0,Female,iOS,Battle Royale,Whale,12,9.75,4102.62,102.62,8.0,"2025-07-25",Debit Card,55909.54,129.12
"211775ae-d907-44ba-a256-60e56879dcb0",Payer,Egypt,29.0,"",Android,Sandbox,Whale,11,28.18,2140.59,102.62,28.0,"2025-05-28",Debit Card,55909.54,129.12
"24d776d3-ecbf-4888-b0a7-cdcdd9267c82",Payer,Italy,47.0,Male,Android,Card,Minnow,10,13.08,14.23,102.62,14.0,"2025-02-06",Google Pay,38505.926,89.34
"56e49d8d-8229-4c83-bbf9-a5339ee750d0",Payer,Turkey,25.0,Male,Android,Action RPG,Minnow,13,32.97,15.5,102.62,13.0,"2025-05-04",Google Pay,38505.926,89.34
fdfd1217-cdf7-4f92-9580-3a6914932210,Payer,Mexico,29.0,Female,iOS,Casual,Minnow,12,10.82,7.56,102.62,7.0,"2025-07-15",Google Pay,38505.926,89.34
"9f40fc70-33b8-4977-8c0a-92a53ebb4cc1",Payer,Saudi Arabia,47.0,Male,Android,Adventure,Minnow,11,21.53,14.17,102.62,23.0,"2025-05-09",Paypal,48349.504,120.87
"6b8dffae-f1b7-47c7-a645-e37f5b3eb688",Payer,India,42.0,Male,iOS,Role Playing,Dolphin,12,12.23,269.42,102.62,12.0,"2025-04-03",Gift Card,43928.48,104.10
"7e145126-e86f-4c6a-8565-9d6e29ac1fae",Payer,Spain,53.0,Female,Android,MOBA,Minnow,12,5.72,11.39,102.62,19.0,"2025-02-06",Credit Card,37564.64,91.62
"55ca4e23-6e85-4f9f-8bc0-cfbd21e285ec",Payer,Sri Lanka,25.0,Female,iOS,Card,Minnow,14,22.35,13.53,102.62,18.0,"2025-02-06",Google Pay,38505.926,89.34
b3b0a622-4372-43b0-bf16-4ab1e1a6fcf0,Payer,Japan,42.0,Male,Android,Sandbox,Minnow,12,20.81,5.66,102.62,25.0,"2025-05-08",Google Pay,38505.926,89.34
"1b902932-76cf-4641-8565-e4d24c67716e",Payer,Sri Lanka,48.0,Male,Android,Puzzle,Minnow,8,33.58,4.27,102.62,15.0,"2025-07-04",Credit Card,37564.64,91.62
"062aca5a-7e23-46c8-bb69-5ef8e894e46b",Payer,Japan,47.0,Male,Android,Sandbox,Minnow,14,25.74,7.3,102.62,16.0,"2025-07-03",Carrier Billing,41372.87,99.22
cae53826-068d-4508-80a8-5d5fceada9f1,Payer,Japan,35.0,Male,iOS,Battle Royale,Minnow,5,10.01,13.34,102.62,27.0,"2025-02-11",Carrier Billing,41372.87,99.22
"02d9f237-21cc-4c04-b6b8-5b221b84bd92",Payer,Italy,24.0,Female,iOS,Sports,Minnow,7,31.92,18.29,102.62,20.0,"2025-05-20",Paypal,48349.504,120.87
d4bc0e16-6c92-4c3f-8477-aad83e8b98d0,Payer,South Korea,30.0,Male,iOS,Card,Minnow,5,23.29,18.88,102.62,16.0,"2025-02-07",Google Pay,38505.926,89.34
ebba20d6-b3b5-404a-b995-2dfa8aca185c,Payer,India,29.0,Female,Android,Card,Minnow,10,22.70,12.12,102.62,5.0,"2025-06-23",Carrier Billing,41372.87,99.22
dd73b6cd-198a-4fc1-87b7-f2f7cc6de226,Payer,Norway,32.0,Male,Android,Action RPG,Minnow,17,11.48,3.32,102.62,26.0,"2025-05-05",Credit Card,37564.64,91.62
f8aa197e-825d-436e-8d5e-c28d260657d9,Payer,Saudi Arabia,37.0,Female,Android,Puzzle,Dolphin,11,20.59,339.13,102.62,23.0,"2025-06-02",Carrier Billing,41372.87,99.22
be736dfd-6622-4991-8b88-00e02958f642,Payer,Spain,53.0,Female,Android,Strategy,Minnow,7,13.06,4.31,102.62,5.0,"2025-03-28",Paypal,48349.504,120.87
d9a7d722-f1d3-45d8-b457-258f59455fd3,Payer,Germany,48.0,Female,Android,Battle Royale,Minnow,11,18.33,9.93,102.62,10.0,"2025-01-02",Gift Card,43928.48,104.10
"314a4c5b-7e6b-4ce2-9314-30ad9a74b1f1",Payer,France,31.0,Male,Android,Action RPG,Minnow,14,16.09,12.37,102.62,11.0,"2025-04-24",Debit Card,55909.54,129.12
da98bc61-135e-4f9b-bd91-721b5765828e,Payer,Sri Lanka,48.0,Male,iOS,Role Playing,Minnow,6,33.98,16.95,102.62,29.0,"2025-05-20",Debit Card,55909.54,129.12
f3645516-479d-4c3d-a12a-c77bc43332d7,Payer,Japan,52.0,Female,Android,Simulation,Minnow,7,31.11,15.1,102.62,7.0,"2025-01-01",Gift Card,43928.48,104.10
"66a3f7e3-1f61-4498-b5d9-e9e87272cc39",Non-payer,Turkey,14.0,Female,Android,Racing,Minnow,13,14.63,0.0,0,,"","",0.0,
"466ec976-92f9-4624-9f36-37b62e1b6172",Payer,Brazil,41.0,Female,iOS,Action RPG,Dolphin,7,16.04,34.68,102.62,21.0,"2025-07-08",Gift Card,43928.48,104.10
"3004a46f-6c32-4e0a-8fa2-d1dbb3484cd5",Payer,Saudi Arabia,29.0,"",iOS,MMORPG,Minnow,10,9.62,19.37,102.62,25.0,"2025-02-20",Credit Card,37564.64,91.62
d79ce80c-6a59-4d02-8a07-7d5f2b5aea01,Payer,Norway,49.0,Female,iOS,MOBA,Minnow,6,16.49,6.84,102.62,11.0,"2025-03-14",Gift Card,43928.48,104.10
